Bearsted,,51.2738,0.5789
Folkstone,,51.081,1.166
Dunkirk,Dünkirchen,51.0383,2.3775
Bruges,Brügge,51.216666666667,3.2333333333333
Zaamslag,,51.3125,3.9130555555556
Antwerp,Antwerpen,51.216666666667,4.4
Bierkroeg Den Hulst,,51.058735,4.935054
Liège,Lüttich,50.633333333333,5.5666666666667
Dahlem,,50.383056,6.549722
Winnerath,,50.429444444444,6.8775
Koblenz,,50.359722222222,7.5977777777778
Frankfurt,,50.116666666667,8.6833333333333
Aschaffenburg,,49.966666666667,9.15
Miltenberg,,49.703888888889,9.2644444444444
Karlstadt,,49.960277777778,9.7722222222222
Tauberbischofsheim,,49.6225,9.6627777777778
Ansbach,,49.3,10.583333333333
Möttingen,,48.816666666667,10.583333333333
Donauwörth,,48.7,10.8
Ingolstadt,,48.766666666667,11.433333333333
Bad Abbach,,48.933333333333,12.05
Schwarzach,,48.914444,12.810833
Passau,,48.566666666667,13.466666666667
Puchenau,,48.310833333333,14.241388888889
St. Pantaleon-Erla,,48.2,14.566666666667
Kilb,,48.083333333333,15.4
St. Pölten,,48.2,15.616666666667
Vienna,Wien,48.2,16.366666666667
